self-test: enumeration reproduces PV-21 and the involution counts 1,2,4,10,26,76,232,764
length 17: sweeping self-dual permutations ending in 1 (= I(16) of them) in 27940 work units on 12 workers
  [20/27940] checked 661,176  1,578/s  elapsed 7.0m
  [8020/27940] checked 18,729,444  4,685/s  elapsed 66.6m
  [8040/27940] checked 18,748,436  4,689/s  elapsed 66.6m
  [8060/27940] checked 18,767,428  4,690/s  elapsed 66.7m
  [8080/27940] checked 18,786,420  4,693/s  elapsed 66.7m
  [8100/27940] checked 18,830,848  4,674/s  elapsed 67.2m
  [8120/27940] checked 18,849,840  4,678/s  elapsed 67.2m
  [8140/27940] checked 18,868,832  4,683/s  elapsed 67.2m
  [8160/27940] checked 18,887,824  4,688/s  elapsed 67.2m
  [8180/27940] checked 18,906,816  4,693/s  elapsed 67.2m
  [8200/27940] checked 18,925,808  4,694/s  elapsed 67.2m
  [8220/27940] checked 18,970,236  4,689/s  elapsed 67.4m
  [8240/27940] checked 18,989,228  4,693/s  elapsed 67.4m
  [8260/27940] checked 19,008,220  4,697/s  elapsed 67.4m
  [8280/27940] checked 19,027,212  4,694/s  elapsed 67.6m
  [8300/27940] checked 19,046,204  4,695/s  elapsed 67.6m
  [8320/27940] checked 19,065,196  4,693/s  elapsed 67.7m
  [8340/27940] checked 19,109,624  4,680/s  elapsed 68.1m
  [8360/27940] checked 19,128,616  4,684/s  elapsed 68.1m
  [8380/27940] checked 19,147,608  4,689/s  elapsed 68.1m
  [8400/27940] checked 19,166,600  4,692/s  elapsed 68.1m
  [8420/27940] checked 19,185,592  4,682/s  elapsed 68.3m
  [8440/27940] checked 19,204,584  4,684/s  elapsed 68.3m
  [8460/27940] checked 19,249,012  4,674/s  elapsed 68.6m
  [8480/27940] checked 19,268,004  4,677/s  elapsed 68.7m
  [8500/27940] checked 19,286,996  4,682/s  elapsed 68.7m
  [8520/27940] checked 19,305,988  4,681/s  elapsed 68.7m
  [8540/27940] checked 19,324,980  4,684/s  elapsed 68.8m
  [8560/27940] checked 19,343,972  4,681/s  elapsed 68.9m
  [8580/27940] checked 19,386,544  4,657/s  elapsed 69.4m
  [8600/27940] checked 19,405,536  4,661/s  elapsed 69.4m
  [8620/27940] checked 19,424,528  4,666/s  elapsed 69.4m
  [8640/27940] checked 19,443,520  4,670/s  elapsed 69.4m
  [8660/27940] checked 19,462,512  4,675/s  elapsed 69.4m
  [8680/27940] checked 19,481,504  4,670/s  elapsed 69.5m
  [8700/27940] checked 19,524,076  4,648/s  elapsed 70.0m
  [8720/27940] checked 19,544,924  4,653/s  elapsed 70.0m
  [8740/27940] checked 19,563,916  4,657/s  elapsed 70.0m
  [8760/27940] checked 19,582,908  4,662/s  elapsed 70.0m
  [8780/27940] checked 19,601,900  4,659/s  elapsed 70.1m
  [8800/27940] checked 19,620,892  4,655/s  elapsed 70.2m
  [8820/27940] checked 19,661,608  4,637/s  elapsed 70.7m
  [8840/27940] checked 19,684,312  4,642/s  elapsed 70.7m
  [8860/27940] checked 19,703,304  4,647/s  elapsed 70.7m
  [8880/27940] checked 19,722,296  4,651/s  elapsed 70.7m
  [8900/27940] checked 19,741,288  4,655/s  elapsed 70.7m
  [8920/27940] checked 19,760,280  4,654/s  elapsed 70.8m
  [8940/27940] checked 19,799,140  4,640/s  elapsed 71.1m
  [8960/27940] checked 19,823,700  4,646/s  elapsed 71.1m
  [8980/27940] checked 19,842,692  4,650/s  elapsed 71.1m
  [9000/27940] checked 19,861,684  4,655/s  elapsed 71.1m
  [9020/27940] checked 19,880,676  4,651/s  elapsed 71.2m
  [9040/27940] checked 19,899,668  4,652/s  elapsed 71.3m
  [9060/27940] checked 20,004,128  4,589/s  elapsed 72.6m
  [9080/27940] checked 20,104,660  4,612/s  elapsed 72.6m
  [9100/27940] checked 20,170,812  4,628/s  elapsed 72.6m
  [9120/27940] checked 20,230,088  4,641/s  elapsed 72.6m
  [9140/27940] checked 20,296,240  4,649/s  elapsed 72.8m
  [9160/27940] checked 20,362,392  4,647/s  elapsed 73.0m
  [9180/27940] checked 20,428,544  4,650/s  elapsed 73.2m
  [9200/27940] checked 20,494,696  4,646/s  elapsed 73.5m
  [9220/27940] checked 20,528,536  4,653/s  elapsed 73.5m
  [9240/27940] checked 20,547,528  4,658/s  elapsed 73.5m
  [9260/27940] checked 20,566,520  4,662/s  elapsed 73.5m
  [9280/27940] checked 20,585,512  4,663/s  elapsed 73.6m
  [9300/27940] checked 20,604,504  4,660/s  elapsed 73.7m
  [9320/27940] checked 20,632,228  4,650/s  elapsed 73.9m
  [9340/27940] checked 20,667,924  4,658/s  elapsed 73.9m
  [9360/27940] checked 20,686,916  4,663/s  elapsed 73.9m
  [9380/27940] checked 20,705,908  4,662/s  elapsed 74.0m
  [9400/27940] checked 20,724,900  4,664/s  elapsed 74.1m
  [9420/27940] checked 20,743,892  4,662/s  elapsed 74.2m
  [9440/27940] checked 20,769,760  4,656/s  elapsed 74.3m
  [9460/27940] checked 20,805,456  4,664/s  elapsed 74.3m
  [9480/27940] checked 20,824,448  4,668/s  elapsed 74.3m
  [9500/27940] checked 20,843,440  4,670/s  elapsed 74.4m
  [9520/27940] checked 20,862,432  4,668/s  elapsed 74.5m
  [9540/27940] checked 20,881,424  4,670/s  elapsed 74.5m
  [9560/27940] checked 20,900,416  4,668/s  elapsed 74.6m
  [9580/27940] checked 20,944,844  4,664/s  elapsed 74.8m
  [9600/27940] checked 20,963,836  4,668/s  elapsed 74.8m
  [9620/27940] checked 20,982,828  4,673/s  elapsed 74.8m
  [9640/27940] checked 21,001,820  4,671/s  elapsed 74.9m
  [9660/27940] checked 21,020,812  4,670/s  elapsed 75.0m
  [9680/27940] checked 21,039,804  4,672/s  elapsed 75.1m
  [9700/27940] checked 21,084,232  4,657/s  elapsed 75.5m
  [9720/27940] checked 21,103,224  4,661/s  elapsed 75.5m
  [9740/27940] checked 21,122,216  4,665/s  elapsed 75.5m
  [9760/27940] checked 21,141,208  4,669/s  elapsed 75.5m
  [9780/27940] checked 21,160,200  4,669/s  elapsed 75.5m
  [9800/27940] checked 21,179,192  4,672/s  elapsed 75.5m
  [9820/27940] checked 21,223,620  4,661/s  elapsed 75.9m
  [9840/27940] checked 21,242,612  4,665/s  elapsed 75.9m
  [9860/27940] checked 21,261,604  4,669/s  elapsed 75.9m
  [9880/27940] checked 21,280,596  4,673/s  elapsed 75.9m
  [9900/27940] checked 21,299,588  4,674/s  elapsed 76.0m
  [9920/27940] checked 21,318,580  4,670/s  elapsed 76.1m
  [9940/27940] checked 21,363,008  4,664/s  elapsed 76.3m
  [9960/27940] checked 21,382,000  4,668/s  elapsed 76.3m
  [9980/27940] checked 21,400,992  4,672/s  elapsed 76.3m
  [10000/27940] checked 21,419,984  4,676/s  elapsed 76.4m
  [10020/27940] checked 21,438,976  4,678/s  elapsed 76.4m
  [10040/27940] checked 21,457,968  4,674/s  elapsed 76.5m
  [10060/27940] checked 21,502,396  4,658/s  elapsed 76.9m
  [10080/27940] checked 21,521,388  4,662/s  elapsed 76.9m
  [10100/27940] checked 21,540,380  4,666/s  elapsed 76.9m
  [10120/27940] checked 21,559,372  4,670/s  elapsed 76.9m
  [10140/27940] checked 21,578,364  4,668/s  elapsed 77.0m
  [10160/27940] checked 21,597,356  4,672/s  elapsed 77.0m
  [10180/27940] checked 21,641,784  4,663/s  elapsed 77.4m
  [10200/27940] checked 21,660,776  4,667/s  elapsed 77.4m
  [10220/27940] checked 21,679,768  4,671/s  elapsed 77.4m
  [10240/27940] checked 21,698,760  4,675/s  elapsed 77.4m
  [10260/27940] checked 21,717,752  4,675/s  elapsed 77.4m
  [10280/27940] checked 21,736,744  4,677/s  elapsed 77.5m
  [10300/27940] checked 21,781,172  4,662/s  elapsed 77.9m
  [10320/27940] checked 21,800,164  4,666/s  elapsed 77.9m
  [10340/27940] checked 21,819,156  4,670/s  elapsed 77.9m
  [10360/27940] checked 21,838,148  4,673/s  elapsed 77.9m
  [10380/27940] checked 21,857,140  4,673/s  elapsed 78.0m
  [10400/27940] checked 21,876,132  4,673/s  elapsed 78.0m
  [10420/27940] checked 21,920,560  4,661/s  elapsed 78.4m
  [10440/27940] checked 21,939,552  4,665/s  elapsed 78.4m
  [10460/27940] checked 21,958,544  4,669/s  elapsed 78.4m
  [10480/27940] checked 21,977,536  4,673/s  elapsed 78.4m
  [10500/27940] checked 21,996,528  4,676/s  elapsed 78.4m
  [10520/27940] checked 22,015,520  4,673/s  elapsed 78.5m
  [10540/27940] checked 22,059,948  4,669/s  elapsed 78.7m
  [10560/27940] checked 22,078,940  4,673/s  elapsed 78.8m
  [10580/27940] checked 22,097,932  4,670/s  elapsed 78.9m
  [10600/27940] checked 22,116,924  4,668/s  elapsed 79.0m
  [10620/27940] checked 22,135,916  4,668/s  elapsed 79.0m
  [10640/27940] checked 22,154,908  4,668/s  elapsed 79.1m
  [10660/27940] checked 22,197,480  4,660/s  elapsed 79.4m
  [10680/27940] checked 22,216,472  4,664/s  elapsed 79.4m
  [10700/27940] checked 22,235,464  4,665/s  elapsed 79.4m
  [10720/27940] checked 22,254,456  4,668/s  elapsed 79.5m
  [10740/27940] checked 22,273,448  4,665/s  elapsed 79.6m
  [10760/27940] checked 22,292,440  4,665/s  elapsed 79.7m
  [10780/27940] checked 22,423,096  4,595/s  elapsed 81.3m
  [10800/27940] checked 22,503,000  4,612/s  elapsed 81.3m
  [10820/27940] checked 22,569,152  4,625/s  elapsed 81.3m
  [10840/27940] checked 22,635,304  4,639/s  elapsed 81.3m
  [10860/27940] checked 22,701,456  4,645/s  elapsed 81.5m
  [10880/27940] checked 22,760,732  4,656/s  elapsed 81.5m
  [10900/27940] checked 22,826,884  4,649/s  elapsed 81.8m
  [10920/27940] checked 22,893,036  4,647/s  elapsed 82.1m
  [10940/27940] checked 22,921,308  4,653/s  elapsed 82.1m
  [10960/27940] checked 22,940,300  4,655/s  elapsed 82.1m
  [10980/27940] checked 22,959,292  4,656/s  elapsed 82.2m
  [11000/27940] checked 22,978,284  4,653/s  elapsed 82.3m
  [11020/27940] checked 22,997,276  4,655/s  elapsed 82.3m
  [11040/27940] checked 23,030,568  4,645/s  elapsed 82.6m
  [11060/27940] checked 23,060,696  4,651/s  elapsed 82.6m
  [11080/27940] checked 23,079,688  4,655/s  elapsed 82.6m
  [11100/27940] checked 23,098,680  4,659/s  elapsed 82.6m
  [11120/27940] checked 23,117,672  4,660/s  elapsed 82.7m
  [11140/27940] checked 23,136,664  4,661/s  elapsed 82.7m
  [11160/27940] checked 23,168,100  4,660/s  elapsed 82.9m
  [11180/27940] checked 23,200,084  4,664/s  elapsed 82.9m
  [11200/27940] checked 23,219,076  4,662/s  elapsed 83.0m
  [11220/27940] checked 23,238,068  4,662/s  elapsed 83.1m
  [11240/27940] checked 23,257,060  4,661/s  elapsed 83.2m
  [11260/27940] checked 23,276,052  4,663/s  elapsed 83.2m
  [11280/27940] checked 23,305,632  4,642/s  elapsed 83.7m
  [11300/27940] checked 23,339,472  4,649/s  elapsed 83.7m
  [11320/27940] checked 23,358,464  4,653/s  elapsed 83.7m
  [11340/27940] checked 23,377,456  4,657/s  elapsed 83.7m
  [11360/27940] checked 23,396,448  4,660/s  elapsed 83.7m
  [11380/27940] checked 23,415,440  4,664/s  elapsed 83.7m
  [11400/27940] checked 23,443,164  4,659/s  elapsed 83.9m
  [11420/27940] checked 23,478,860  4,666/s  elapsed 83.9m
  [11440/27940] checked 23,497,852  4,669/s  elapsed 83.9m
  [11460/27940] checked 23,516,844  4,667/s  elapsed 84.0m
  [11480/27940] checked 23,535,836  4,670/s  elapsed 84.0m
  [11500/27940] checked 23,554,828  4,669/s  elapsed 84.1m
  [11520/27940] checked 23,580,696  4,649/s  elapsed 84.5m
  [11540/27940] checked 23,616,392  4,656/s  elapsed 84.5m
  [11560/27940] checked 23,635,384  4,660/s  elapsed 84.5m
  [11580/27940] checked 23,654,376  4,663/s  elapsed 84.5m
  [11600/27940] checked 23,673,368  4,667/s  elapsed 84.5m
  [11620/27940] checked 23,692,360  4,670/s  elapsed 84.6m
  [11640/27940] checked 23,711,352  4,672/s  elapsed 84.6m
  [11660/27940] checked 23,755,780  4,667/s  elapsed 84.8m
  [11680/27940] checked 23,774,772  4,671/s  elapsed 84.8m
  [11700/27940] checked 23,793,764  4,674/s  elapsed 84.8m
  [11720/27940] checked 23,812,756  4,675/s  elapsed 84.9m
  [11740/27940] checked 23,831,748  4,675/s  elapsed 85.0m
  [11760/27940] checked 23,850,740  4,672/s  elapsed 85.1m
  [11780/27940] checked 23,895,168  4,665/s  elapsed 85.4m
  [11800/27940] checked 23,914,160  4,668/s  elapsed 85.4m
  [11820/27940] checked 23,933,152  4,672/s  elapsed 85.4m
  [11840/27940] checked 23,952,144  4,672/s  elapsed 85.4m
  [11860/27940] checked 23,971,136  4,670/s  elapsed 85.6m
  [11880/27940] checked 23,990,128  4,670/s  elapsed 85.6m
  [11900/27940] checked 24,034,556  4,663/s  elapsed 85.9m
  [11920/27940] checked 24,053,548  4,667/s  elapsed 85.9m
  [11940/27940] checked 24,072,540  4,670/s  elapsed 85.9m
  [11960/27940] checked 24,091,532  4,668/s  elapsed 86.0m
  [11980/27940] checked 24,110,524  4,668/s  elapsed 86.1m
  [12000/27940] checked 24,129,516  4,667/s  elapsed 86.2m
  [12020/27940] checked 24,173,944  4,653/s  elapsed 86.6m
  [12040/27940] checked 24,192,936  4,657/s  elapsed 86.6m
  [12060/27940] checked 24,211,928  4,660/s  elapsed 86.6m
  [12080/27940] checked 24,230,920  4,664/s  elapsed 86.6m
  [12100/27940] checked 24,249,912  4,668/s  elapsed 86.6m
  [12120/27940] checked 24,268,904  4,667/s  elapsed 86.7m
  [12140/27940] checked 24,313,332  4,662/s  elapsed 86.9m
  [12160/27940] checked 24,332,324  4,665/s  elapsed 86.9m
  [12180/27940] checked 24,351,316  4,669/s  elapsed 86.9m
  [12200/27940] checked 24,370,308  4,667/s  elapsed 87.0m
  [12220/27940] checked 24,389,300  4,665/s  elapsed 87.1m
  [12240/27940] checked 24,408,292  4,666/s  elapsed 87.2m
  [12260/27940] checked 24,452,720  4,647/s  elapsed 87.7m
  [12280/27940] checked 24,471,712  4,651/s  elapsed 87.7m
  [12300/27940] checked 24,490,704  4,654/s  elapsed 87.7m
  [12320/27940] checked 24,509,696  4,658/s  elapsed 87.7m
  [12340/27940] checked 24,528,688  4,661/s  elapsed 87.7m
  [12360/27940] checked 24,547,680  4,663/s  elapsed 87.7m
  [12380/27940] checked 24,592,108  4,661/s  elapsed 87.9m
  [12400/27940] checked 24,611,100  4,663/s  elapsed 88.0m
  [12420/27940] checked 24,630,092  4,664/s  elapsed 88.0m
  [12440/27940] checked 24,649,084  4,665/s  elapsed 88.1m
  [12460/27940] checked 24,668,076  4,664/s  elapsed 88.2m
  [12480/27940] checked 24,687,068  4,662/s  elapsed 88.3m
  [12500/27940] checked 24,842,064  4,616/s  elapsed 89.7m
  [12520/27940] checked 24,901,340  4,627/s  elapsed 89.7m
  [12540/27940] checked 24,967,492  4,639/s  elapsed 89.7m
  [12560/27940] checked 25,033,644  4,652/s  elapsed 89.7m
  [12580/27940] checked 25,099,796  4,651/s  elapsed 89.9m
  [12600/27940] checked 25,165,948  4,659/s  elapsed 90.0m
  [12620/27940] checked 25,225,224  4,659/s  elapsed 90.2m
  [12640/27940] checked 25,291,376  4,665/s  elapsed 90.4m
  [12660/27940] checked 25,314,080  4,669/s  elapsed 90.4m
  [12680/27940] checked 25,333,072  4,669/s  elapsed 90.4m
  [12700/27940] checked 25,352,064  4,669/s  elapsed 90.5m
  [12720/27940] checked 25,371,056  4,668/s  elapsed 90.6m
  [12740/27940] checked 25,390,048  4,667/s  elapsed 90.7m
  [12760/27940] checked 25,428,908  4,662/s  elapsed 90.9m
  [12780/27940] checked 25,453,468  4,666/s  elapsed 90.9m
  [12800/27940] checked 25,472,460  4,669/s  elapsed 90.9m
  [12820/27940] checked 25,491,452  4,671/s  elapsed 91.0m
  [12840/27940] checked 25,510,444  4,668/s  elapsed 91.1m
  [12860/27940] checked 25,529,436  4,671/s  elapsed 91.1m
  [12880/27940] checked 25,566,440  4,649/s  elapsed 91.7m
  [12900/27940] checked 25,592,856  4,654/s  elapsed 91.7m
  [12920/27940] checked 25,611,848  4,657/s  elapsed 91.7m
  [12940/27940] checked 25,630,840  4,661/s  elapsed 91.7m
  [12960/27940] checked 25,649,832  4,664/s  elapsed 91.7m
  [12980/27940] checked 25,668,824  4,665/s  elapsed 91.7m
  [13000/27940] checked 25,703,972  4,661/s  elapsed 91.9m
  [13020/27940] checked 25,732,244  4,666/s  elapsed 91.9m
  [13040/27940] checked 25,751,236  4,668/s  elapsed 91.9m
  [13060/27940] checked 25,770,228  4,672/s  elapsed 91.9m
  [13080/27940] checked 25,789,220  4,669/s  elapsed 92.1m
  [13100/27940] checked 25,808,212  4,672/s  elapsed 92.1m
  [13120/27940] checked 25,841,504  4,661/s  elapsed 92.4m
  [13140/27940] checked 25,871,632  4,666/s  elapsed 92.4m
  [13160/27940] checked 25,890,624  4,670/s  elapsed 92.4m
  [13180/27940] checked 25,909,616  4,673/s  elapsed 92.4m
  [13200/27940] checked 25,928,608  4,674/s  elapsed 92.5m
  [13220/27940] checked 25,947,600  4,670/s  elapsed 92.6m
  [13240/27940] checked 25,979,036  4,664/s  elapsed 92.8m
  [13260/27940] checked 26,011,020  4,670/s  elapsed 92.8m
  [13280/27940] checked 26,030,012  4,673/s  elapsed 92.8m
  [13300/27940] checked 26,049,004  4,671/s  elapsed 92.9m
  [13320/27940] checked 26,067,996  4,673/s  elapsed 93.0m
  [13340/27940] checked 26,086,988  4,670/s  elapsed 93.1m
  [13360/27940] checked 26,116,568  4,665/s  elapsed 93.3m
  [13380/27940] checked 26,150,408  4,671/s  elapsed 93.3m
  [13400/27940] checked 26,169,400  4,674/s  elapsed 93.3m
  [13420/27940] checked 26,188,392  4,671/s  elapsed 93.4m
  [13440/27940] checked 26,207,384  4,673/s  elapsed 93.5m
  [13460/27940] checked 26,226,376  4,672/s  elapsed 93.6m
  [13480/27940] checked 26,254,100  4,659/s  elapsed 93.9m
  [13500/27940] checked 26,289,796  4,665/s  elapsed 93.9m
  [13520/27940] checked 26,308,788  4,669/s  elapsed 93.9m
  [13540/27940] checked 26,327,780  4,672/s  elapsed 93.9m
  [13560/27940] checked 26,346,772  4,669/s  elapsed 94.0m
  [13580/27940] checked 26,365,764  4,671/s  elapsed 94.1m
  [13600/27940] checked 26,391,632  4,657/s  elapsed 94.4m
  [13620/27940] checked 26,427,328  4,664/s  elapsed 94.4m
  [13640/27940] checked 26,446,320  4,667/s  elapsed 94.4m
  [13660/27940] checked 26,465,312  4,669/s  elapsed 94.5m
  [13680/27940] checked 26,484,304  4,667/s  elapsed 94.6m
  [13700/27940] checked 26,503,296  4,669/s  elapsed 94.6m
  [13720/27940] checked 26,522,288  4,663/s  elapsed 94.8m
  [13740/27940] checked 26,566,716  4,656/s  elapsed 95.1m
  [13760/27940] checked 26,585,708  4,659/s  elapsed 95.1m
  [13780/27940] checked 26,604,700  4,662/s  elapsed 95.1m
  [13800/27940] checked 26,623,692  4,665/s  elapsed 95.1m
  [13820/27940] checked 26,642,684  4,662/s  elapsed 95.2m
  [13840/27940] checked 26,661,676  4,661/s  elapsed 95.3m
  [13860/27940] checked 26,706,104  4,661/s  elapsed 95.5m
  [13880/27940] checked 26,725,096  4,663/s  elapsed 95.5m
  [13900/27940] checked 26,744,088  4,659/s  elapsed 95.7m
  [13920/27940] checked 26,763,080  4,658/s  elapsed 95.8m
  [13940/27940] checked 26,782,072  4,659/s  elapsed 95.8m
  [13960/27940] checked 26,801,064  4,656/s  elapsed 95.9m
  [13980/27940] checked 26,845,492  4,638/s  elapsed 96.5m
  [14000/27940] checked 26,864,484  4,642/s  elapsed 96.5m
  [14020/27940] checked 26,883,476  4,645/s  elapsed 96.5m
  [14040/27940] checked 26,902,468  4,648/s  elapsed 96.5m
  [14060/27940] checked 26,921,460  4,650/s  elapsed 96.5m
  [14080/27940] checked 26,940,452  4,647/s  elapsed 96.6m
  [14100/27940] checked 26,984,880  4,636/s  elapsed 97.0m
  [14120/27940] checked 27,003,872  4,639/s  elapsed 97.0m
  [14140/27940] checked 27,022,864  4,642/s  elapsed 97.0m
  [14160/27940] checked 27,041,856  4,644/s  elapsed 97.0m
  [14180/27940] checked 27,060,848  4,646/s  elapsed 97.1m
  [14200/27940] checked 27,079,840  4,646/s  elapsed 97.1m
  [14220/27940] checked 27,240,404  4,618/s  elapsed 98.3m
  [14240/27940] checked 27,306,556  4,629/s  elapsed 98.3m
  [14260/27940] checked 27,365,832  4,639/s  elapsed 98.3m
  [14280/27940] checked 27,431,984  4,639/s  elapsed 98.6m
  [14300/27940] checked 27,498,136  4,637/s  elapsed 98.8m
  [14320/27940] checked 27,564,288  4,644/s  elapsed 98.9m
  [14340/27940] checked 27,630,440  4,639/s  elapsed 99.3m
  [14360/27940] checked 27,689,716  4,645/s  elapsed 99.4m
  [14380/27940] checked 27,708,708  4,648/s  elapsed 99.4m
  [14400/27940] checked 27,727,700  4,649/s  elapsed 99.4m
  [14420/27940] checked 27,746,692  4,651/s  elapsed 99.4m
  [14440/27940] checked 27,765,684  4,646/s  elapsed 99.6m
  [14460/27940] checked 27,784,676  4,647/s  elapsed 99.6m
  [14480/27940] checked 27,827,248  4,643/s  elapsed 99.9m
  [14500/27940] checked 27,846,240  4,646/s  elapsed 99.9m
  [14520/27940] checked 27,865,232  4,649/s  elapsed 99.9m
  [14540/27940] checked 27,884,224  4,648/s  elapsed 100.0m
  [14560/27940] checked 27,903,216  4,647/s  elapsed 100.1m
  [14580/27940] checked 27,922,208  4,646/s  elapsed 100.2m
  [14600/27940] checked 27,964,780  4,640/s  elapsed 100.5m
  [14620/27940] checked 27,985,628  4,643/s  elapsed 100.5m
  [14640/27940] checked 28,004,620  4,646/s  elapsed 100.5m
  [14660/27940] checked 28,023,612  4,650/s  elapsed 100.5m
  [14680/27940] checked 28,042,604  4,648/s  elapsed 100.5m
  [14700/27940] checked 28,061,596  4,649/s  elapsed 100.6m
  [14720/27940] checked 28,102,312  4,641/s  elapsed 100.9m
  [14740/27940] checked 28,125,016  4,645/s  elapsed 100.9m
  [14760/27940] checked 28,144,008  4,648/s  elapsed 100.9m
  [14780/27940] checked 28,163,000  4,649/s  elapsed 101.0m
  [14800/27940] checked 28,181,992  4,650/s  elapsed 101.0m
  [14820/27940] checked 28,200,984  4,651/s  elapsed 101.1m
  [14840/27940] checked 28,239,844  4,648/s  elapsed 101.3m
  [14860/27940] checked 28,264,404  4,652/s  elapsed 101.3m
  [14880/27940] checked 28,283,396  4,655/s  elapsed 101.3m
  [14900/27940] checked 28,302,388  4,657/s  elapsed 101.3m
  [14920/27940] checked 28,321,380  4,656/s  elapsed 101.4m
  [14940/27940] checked 28,340,372  4,653/s  elapsed 101.5m
  [14960/27940] checked 28,377,376  4,646/s  elapsed 101.8m
  [14980/27940] checked 28,403,792  4,650/s  elapsed 101.8m
  [15000/27940] checked 28,422,784  4,651/s  elapsed 101.9m
  [15020/27940] checked 28,441,776  4,652/s  elapsed 101.9m
  [15040/27940] checked 28,460,768  4,651/s  elapsed 102.0m
  [15060/27940] checked 28,479,760  4,648/s  elapsed 102.1m
  [15080/27940] checked 28,514,908  4,639/s  elapsed 102.5m
  [15100/27940] checked 28,543,180  4,643/s  elapsed 102.5m
  [15120/27940] checked 28,562,172  4,646/s  elapsed 102.5m
  [15140/27940] checked 28,581,164  4,649/s  elapsed 102.5m
  [15160/27940] checked 28,600,156  4,646/s  elapsed 102.6m
  [15180/27940] checked 28,619,148  4,645/s  elapsed 102.7m
  [15200/27940] checked 28,652,440  4,642/s  elapsed 102.9m
  [15220/27940] checked 28,682,568  4,645/s  elapsed 102.9m
  [15240/27940] checked 28,701,560  4,646/s  elapsed 103.0m
  [15260/27940] checked 28,720,552  4,646/s  elapsed 103.0m
  [15280/27940] checked 28,739,544  4,643/s  elapsed 103.2m
  [15300/27940] checked 28,758,536  4,646/s  elapsed 103.2m
  [15320/27940] checked 28,789,972  4,635/s  elapsed 103.5m
  [15340/27940] checked 28,821,956  4,640/s  elapsed 103.5m
  [15360/27940] checked 28,840,948  4,644/s  elapsed 103.5m
  [15380/27940] checked 28,859,940  4,647/s  elapsed 103.5m
  [15400/27940] checked 28,878,932  4,645/s  elapsed 103.6m
  [15420/27940] checked 28,897,924  4,641/s  elapsed 103.8m
  [15440/27940] checked 28,927,504  4,623/s  elapsed 104.3m
  [15460/27940] checked 28,961,344  4,628/s  elapsed 104.3m
  [15480/27940] checked 28,980,336  4,631/s  elapsed 104.3m
  [15500/27940] checked 28,999,328  4,634/s  elapsed 104.3m
  [15520/27940] checked 29,018,320  4,637/s  elapsed 104.3m
  [15540/27940] checked 29,037,312  4,639/s  elapsed 104.3m
  [15560/27940] checked 29,065,036  4,616/s  elapsed 104.9m
  [15580/27940] checked 29,100,732  4,621/s  elapsed 104.9m
  [15600/27940] checked 29,119,724  4,625/s  elapsed 104.9m
  [15620/27940] checked 29,138,716  4,628/s  elapsed 104.9m
  [15640/27940] checked 29,157,708  4,631/s  elapsed 104.9m
  [15660/27940] checked 29,176,700  4,633/s  elapsed 105.0m
  [15680/27940] checked 29,202,568  4,619/s  elapsed 105.4m
  [15700/27940] checked 29,238,264  4,625/s  elapsed 105.4m
  [15720/27940] checked 29,257,256  4,628/s  elapsed 105.4m
  [15740/27940] checked 29,276,248  4,631/s  elapsed 105.4m
  [15760/27940] checked 29,295,240  4,629/s  elapsed 105.5m
  [15780/27940] checked 29,314,232  4,631/s  elapsed 105.5m
  [15800/27940] checked 29,333,224  4,629/s  elapsed 105.6m
  [15820/27940] checked 29,377,652  4,620/s  elapsed 106.0m
  [15840/27940] checked 29,396,644  4,623/s  elapsed 106.0m
  [15860/27940] checked 29,415,636  4,624/s  elapsed 106.0m
  [15880/27940] checked 29,434,628  4,625/s  elapsed 106.1m
  [15900/27940] checked 29,453,620  4,622/s  elapsed 106.2m
  [15920/27940] checked 29,472,612  4,622/s  elapsed 106.3m
  [15940/27940] checked 29,638,744  4,597/s  elapsed 107.4m
  [15960/27940] checked 29,704,896  4,608/s  elapsed 107.4m
  [15980/27940] checked 29,771,048  4,613/s  elapsed 107.6m
  [16000/27940] checked 29,837,200  4,609/s  elapsed 107.9m
  [16020/27940] checked 29,896,476  4,618/s  elapsed 107.9m
  [16040/27940] checked 29,962,628  4,620/s  elapsed 108.1m
  [16060/27940] checked 30,028,780  4,611/s  elapsed 108.5m
  [16080/27940] checked 30,082,488  4,619/s  elapsed 108.5m
  [16100/27940] checked 30,101,480  4,622/s  elapsed 108.5m
  [16120/27940] checked 30,120,472  4,625/s  elapsed 108.5m
  [16140/27940] checked 30,139,464  4,628/s  elapsed 108.5m
  [16160/27940] checked 30,158,456  4,623/s  elapsed 108.7m
  [16180/27940] checked 30,177,448  4,625/s  elapsed 108.8m
  [16200/27940] checked 30,221,876  4,620/s  elapsed 109.0m
  [16220/27940] checked 30,240,868  4,623/s  elapsed 109.0m
  [16240/27940] checked 30,259,860  4,623/s  elapsed 109.1m
  [16260/27940] checked 30,278,852  4,625/s  elapsed 109.1m
  [16280/27940] checked 30,297,844  4,625/s  elapsed 109.2m
  [16300/27940] checked 30,316,836  4,627/s  elapsed 109.2m
  [16320/27940] checked 30,361,264  4,624/s  elapsed 109.4m
  [16340/27940] checked 30,380,256  4,627/s  elapsed 109.4m
  [16360/27940] checked 30,399,248  4,629/s  elapsed 109.5m
  [16380/27940] checked 30,418,240  4,627/s  elapsed 109.6m
  [16400/27940] checked 30,437,232  4,625/s  elapsed 109.7m
